i_idProducto	s_codigoBarra	dc_pvpSugerido	dt_fechaPVPS
6868	7800026010006	8090.0000	2024-02-13 00:00:00
6872	7800026009987	27890.0000	2024-02-13 00:00:00
6889	7800026020920	19290.0000	2024-02-13 00:00:00
6933	7800031001570	38850.0000	2024-02-13 00:00:00
6971	3534510008906	9590.0000	2024-02-13 00:00:00
6984	7896226503806	26940.0000	2024-02-13 00:00:00
6985	7896226504360	15690.0000	2024-02-13 00:00:00
6986	7896226503813	16490.0000	2024-02-13 00:00:00
6994	7800031168075	43590.0000	2024-02-13 00:00:00
6995	7800031168150	56090.0000	2024-02-13 00:00:00
6996	7800031168662	40190.0000	2024-02-13 00:00:00
6997	7800031168747	60190.0000	2024-02-13 00:00:00
6998	7793640537755	12150.0000	2024-02-13 00:00:00
7006	7793640558637	16490.0000	2024-02-13 00:00:00
7007	7861148020724	22190.0000	2024-02-13 00:00:00
7008	7800031005301	19390.0000	2024-02-13 00:00:00
7020	7795312001366	34390.0000	2024-02-13 00:00:00
7021	7800056001463	26090.0000	2024-02-13 00:00:00
7067	7795312020183	12190.0000	2024-02-13 00:00:00
7079	7896070673083	43890.0000	2024-02-13 00:00:00
7087	7795312020220	24590.0000	2024-02-13 00:00:00
7213	7800038041364	10990.0000	2024-02-13 00:00:00
7214	7800038041371	7590.0000	2024-02-13 00:00:00
7219	7800038041463	24590.0000	2024-02-13 00:00:00
7220	7800038041456	24190.0000	2024-02-13 00:00:00
7221	7800038041210	3190.0000	2024-02-13 00:00:00
7225	7800038041906	4690.0000	2024-02-13 00:00:00
7226	7800038041913	10090.0000	2024-02-13 00:00:00
7227	7800038042200	10990.0000	2024-02-13 00:00:00
7228	7800038042187	9990.0000	2024-02-13 00:00:00
7238	7800038042828	7790.0000	2024-02-13 00:00:00
7239	7800041042853	14870.0000	2024-02-13 00:00:00
7240	7800038048042	12890.0000	2024-02-13 00:00:00
7247	7800038048165	250.0000	2024-02-13 00:00:00
7248	7800038043207	2490.0000	2024-02-13 00:00:00
7253	7800041043409	12490.0000	2024-02-13 00:00:00
7254	7800007806642	4290.0000	2024-02-13 00:00:00
7266	7800038044471	11990.0000	2024-02-13 00:00:00
7268	7800038044457	10590.0000	2024-02-13 00:00:00
7279	7800038045812	9290.0000	2024-02-13 00:00:00
7289	7800063115443	3290.0000	2024-02-13 00:00:00
