RESPALDO DE PRODUCTOS - 20-04-2026 16:38
Servidor: 192.168.0.100 | Base de datos: dbecosur | Total: 34118 productos
==============================================================================================================
ID       DESCRIPCION                                                         PVP_SUGERIDO EST    CODIGOS_BARRA
42949    SAMY ESM.UNA.FILIP.14,5ML                                                      - ACTV   703378012448
45212    SAMY ESM.UNA.FILIP.14,5ML                                                 $1,690 ACTV   7703378012448
42894    SAMY ESM.UNA.GRECIA 14,5M                                                      - ACTV   703378010987
45157    SAMY ESM.UNA.GRECIA 14,5M                                                 $1,690 ACTV   7703378010987
42958    SAMY ESM.UNA.H.KON.14,5ML                                                      - ACTV   703378012608
45221    SAMY ESM.UNA.H.KON.14,5ML                                                 $1,690 ACTV   7703378012608
42868    SAMY ESM.UNA.HAMBU.14,5ML                                                      - ACTV   703378010406
45131    SAMY ESM.UNA.HAMBU.14,5ML                                                 $1,690 ACTV   7703378010406
42950    SAMY ESM.UNA.INDIA 14,5ML                                                      - ACTV   703378012455
45213    SAMY ESM.UNA.INDIA 14,5ML                                                 $1,690 ACTV   7703378012455
42866    SAMY ESM.UNA.INDON.14,5ML                                                      - ACTV   703378010376
45129    SAMY ESM.UNA.INDON.14,5ML                                                 $1,690 ACTV   7703378010376
42895    SAMY ESM.UNA.INGLA.14,5ML                                                      - ACTV   703378010994
45158    SAMY ESM.UNA.INGLA.14,5ML                                                 $1,690 ACTV   7703378010994
42875    SAMY ESM.UNA.JAPON 14,5ML                                                      - ACTV   703378010543
45138    SAMY ESM.UNA.JAPON 14,5ML                                                 $1,690 ACTV   7703378010543
42951    SAMY ESM.UNA.LA PAZ 14,5M                                                      - ACTV   703378012462
45214    SAMY ESM.UNA.LA PAZ 14,5M                                                 $1,690 ACTV   7703378012462
42878    SAMY ESM.UNA.LAGOS 14,5ML                                                      - ACTV   703378010635
45141    SAMY ESM.UNA.LAGOS 14,5ML                                                 $1,690 ACTV   7703378010635
42870    SAMY ESM.UNA.LISBOA 14,5M                                                      - ACTV   703378010437
45133    SAMY ESM.UNA.LISBOA 14,5M                                                 $1,690 ACTV   7703378010437
42934    SAMY ESM.UNA.MALDI.14,5ML                                                      - ACTV   703378012141
45197    SAMY ESM.UNA.MALDI.14,5ML                                                 $1,690 ACTV   7703378012141
42952    SAMY ESM.UNA.N.ZEL.14,5ML                                                      - ACTV   703378012479
45215    SAMY ESM.UNA.N.ZEL.14,5ML                                                      - ACTV   7703378012479
42967    SAMY ESM.UNA.OSAKA 14,5ML                                                      - ACTV   703378012752
45230    SAMY ESM.UNA.OSAKA 14,5ML                                                      - ACTV   7703378012752
42968    SAMY ESM.UNA.PARIS 14,5ML                                                      - ACTV   703378012769
45231    SAMY ESM.UNA.PARIS 14,5ML                                                 $1,690 ACTV   7703378012769
42877    SAMY ESM.UNA.RABAT 14,5ML                                                      - ACTV   703378010611
45140    SAMY ESM.UNA.RABAT 14,5ML                                                      - ACTV   7703378010611
42932    SAMY ESM.UNA.REP.CH 14,5M                                                      - ACTV   703378012103
45195    SAMY ESM.UNA.REP.CH 14,5M                                                 $1,690 ACTV   7703378012103
42923    SAMY ESM.UNA.SACRA.14,5ML                                                      - ACTV   703378011922
45186    SAMY ESM.UNA.SACRA.14,5ML                                                 $1,690 ACTV   7703378011922
42924    SAMY ESM.UNA.SIRIA 14,5ML                                                      - ACTV   703378011939
45187    SAMY ESM.UNA.SIRIA 14,5ML                                                 $1,690 ACTV   7703378011939
42960    SAMY ESM.UNA.SN.PET 14,5M                                                      - ACTV   703378012646
45223    SAMY ESM.UNA.SN.PET 14,5M                                                      - ACTV   7703378012646
42931    SAMY ESM.UNA.SUECIA 14,5M                                                      - ACTV   703378012073
45194    SAMY ESM.UNA.SUECIA 14,5M                                                 $1,690 ACTV   7703378012073
42892    SAMY ESM.UNA.TORREO 14,5M                                                      - ACTV   703378010956
45155    SAMY ESM.UNA.TORREO 14,5M                                                 $1,690 ACTV   7703378010956
42897    SAMY ESM.UNA.TRIPO.14,5ML                                                      - ACTV   703378011083
45160    SAMY ESM.UNA.TRIPO.14,5ML                                                 $1,690 ACTV   7703378011083
42933    SAMY ESM.UNA.URUGU.14,5ML                                                      - ACTV   703378012127
45196    SAMY ESM.UNA.URUGU.14,5ML                                                 $1,690 ACTV   7703378012127
42925    SAMY ESM.UNA.VALEN.14,5ML                                                      - ACTV   703378011946
45188    SAMY ESM.UNA.VALEN.14,5ML                                                 $1,690 ACTV   7703378011946
42872    SAMY ESM.UNA.VEGAS 14,5ML                                                      - ACTV   703378010468
45135    SAMY ESM.UNA.VEGAS 14,5ML                                                 $1,690 ACTV   7703378010468
42871    SAMY ESM.UNA.ZIMBA.14,5ML                                                      - ACTV   703378010451
45134    SAMY ESM.UNA.ZIMBA.14,5ML                                                 $1,690 ACTV   7703378010451
42810    SAMY HUMECTANTE CUT.60ML                                                       - ACTV   703378007482
45073    SAMY HUMECTANTE CUT.60ML                                                  $2,290 ACTV   7703378007482
42929    SAMY KIT CEJAS BLONDE                                                          - ACTV   703378012059
45192    SAMY KIT CEJAS BLONDE                                                     $4,990 ACTV   7703378012059
42930    SAMY KIT CEJAS BRUNETTE                                                        - ACTV   703378012066
45193    SAMY KIT CEJAS BRUNETTE                                                   $4,990 ACTV   7703378012066
42788    SAMY LAB.HUMECTANTE 13                                                         - ACTV   703378005570
45051    SAMY LAB.HUMECTANTE 13                                                         - ACTV   7703378005570
42792    SAMY LAB.HUMECTANTE 144                                                        - ACTV   703378005853
45055    SAMY LAB.HUMECTANTE 144                                                        - ACTV   7703378005853
42793    SAMY LAB.HUMECTANTE 145                                                        - ACTV   703378005860
45056    SAMY LAB.HUMECTANTE 145                                                        - ACTV   7703378005860
42853    SAMY LAB.HUMECTANTE 214                                                        - ACTV   703378009936
45116    SAMY LAB.HUMECTANTE 214                                                        - ACTV   7703378009936
42854    SAMY LAB.HUMECTANTE 215                                                        - ACTV   703378009943
45117    SAMY LAB.HUMECTANTE 215                                                        - ACTV   7703378009943
42855    SAMY LAB.HUMECTANTE 216                                                        - ACTV   703378009950
45118    SAMY LAB.HUMECTANTE 216                                                        - ACTV   7703378009950
42856    SAMY LAB.HUMECTANTE 217                                                        - ACTV   703378009967
45119    SAMY LAB.HUMECTANTE 217                                                        - ACTV   7703378009967
42857    SAMY LAB.HUMECTANTE 218                                                        - ACTV   703378009974
45120    SAMY LAB.HUMECTANTE 218                                                        - ACTV   7703378009974
42858    SAMY LAB.HUMECTANTE 220                                                        - ACTV   703378009998
45121    SAMY LAB.HUMECTANTE 220                                                        - ACTV   7703378009998
42859    SAMY LAB.HUMECTANTE 222                                                        - ACTV   703378010017
45122    SAMY LAB.HUMECTANTE 222                                                   $2,690 ACTV   7703378010017
42860    SAMY LAB.HUMECTANTE 225                                                        - ACTV   703378010048
45123    SAMY LAB.HUMECTANTE 225                                                   $2,690 ACTV   7703378010048
42861    SAMY LAB.HUMECTANTE 226                                                        - ACTV   703378010055
45124    SAMY LAB.HUMECTANTE 226                                                        - ACTV   7703378010055
42862    SAMY LAB.HUMECTANTE 227                                                        - ACTV   703378010062
45125    SAMY LAB.HUMECTANTE 227                                                        - ACTV   7703378010062
42907    SAMY LAB.HUMECTANTE 239                                                        - ACTV   703378011458
45170    SAMY LAB.HUMECTANTE 239                                                        - ACTV   7703378011458
42908    SAMY LAB.HUMECTANTE 240                                                        - ACTV   703378011465
45171    SAMY LAB.HUMECTANTE 240                                                        - ACTV   7703378011465
42909    SAMY LAB.HUMECTANTE 243                                                        - ACTV   703378011496
45172    SAMY LAB.HUMECTANTE 243                                                        - ACTV   7703378011496
42910    SAMY LAB.HUMECTANTE 244                                                        - ACTV   703378011502
45173    SAMY LAB.HUMECTANTE 244                                                        - ACTV   7703378011502
42789    SAMY LAB.HUMECTANTE 27                                                         - ACTV   703378005631
45052    SAMY LAB.HUMECTANTE 27                                                         - ACTV   7703378005631
42794    SAMY LAB.HUMECTANTE 283                                                        - ACTV   703378006157
45057    SAMY LAB.HUMECTANTE 283                                                        - ACTV   7703378006157
42841    SAMY LAB.HUMECTANTE 32                                                         - ACTV   703378009578
45104    SAMY LAB.HUMECTANTE 32                                                         - ACTV   7703378009578
42842    SAMY LAB.HUMECTANTE 33                                                         - ACTV   703378009585
45105    SAMY LAB.HUMECTANTE 33                                                         - ACTV   7703378009585
42843    SAMY LAB.HUMECTANTE 34                                                         - ACTV   703378009592
45106    SAMY LAB.HUMECTANTE 34                                                         - ACTV   7703378009592
42844    SAMY LAB.HUMECTANTE 36                                                         - ACTV   703378009615
45107    SAMY LAB.HUMECTANTE 36                                                         - ACTV   7703378009615
42790    SAMY LAB.HUMECTANTE 42                                                         - ACTV   703378005686
45053    SAMY LAB.HUMECTANTE 42                                                         - ACTV   7703378005686
42791    SAMY LAB.HUMECTANTE 55                                                         - ACTV   703378005723
45054    SAMY LAB.HUMECTANTE 55                                                         - ACTV   7703378005723
42767    SAMY LAB.LARG.DUR.1                                                            - ACTV   703378002920
45030    SAMY LAB.LARG.DUR.1                                                            - ACTV   7703378002920
42770    SAMY LAB.LARG.DUR.15                                                           - ACTV   703378003064
45033    SAMY LAB.LARG.DUR.15                                                           - ACTV   7703378003064
42771    SAMY LAB.LARG.DUR.18                                                           - ACTV   703378003095
45034    SAMY LAB.LARG.DUR.18                                                           - ACTV   7703378003095
42768    SAMY LAB.LARG.DUR.2                                                            - ACTV   703378002937
45031    SAMY LAB.LARG.DUR.2                                                            - ACTV   7703378002937
42846    SAMY LAB.LARG.DUR.21                                                           - ACTV   703378009813
45109    SAMY LAB.LARG.DUR.21                                                           - ACTV   7703378009813
42847    SAMY LAB.LARG.DUR.23                                                           - ACTV   703378009820
45110    SAMY LAB.LARG.DUR.23                                                           - ACTV   7703378009820
42848    SAMY LAB.LARG.DUR.24                                                           - ACTV   703378009844
45111    SAMY LAB.LARG.DUR.24                                                           - ACTV   7703378009844
42849    SAMY LAB.LARG.DUR.25                                                           - ACTV   703378009851
45112    SAMY LAB.LARG.DUR.25                                                           - ACTV   7703378009851
42915    SAMY LAB.LARG.DUR.27                                                           - ACTV   703378011786
45178    SAMY LAB.LARG.DUR.27                                                           - ACTV   7703378011786
42916    SAMY LAB.LARG.DUR.28                                                           - ACTV   703378011793
45179    SAMY LAB.LARG.DUR.28                                                           - ACTV   7703378011793
42769    SAMY LAB.LARG.DUR.3                                                            - ACTV   703378002944
45032    SAMY LAB.LARG.DUR.3                                                            - ACTV   7703378002944
42917    SAMY LAB.LARG.DUR.30                                                           - ACTV   703378011816
45180    SAMY LAB.LARG.DUR.30                                                           - ACTV   7703378011816
42918    SAMY LAB.LARG.DUR.31                                                           - ACTV   703378011823
45181    SAMY LAB.LARG.DUR.31                                                           - ACTV   7703378011823
42919    SAMY LAB.LARG.DUR.34                                                           - ACTV   703378011854
45182    SAMY LAB.LARG.DUR.34                                                           - ACTV   7703378011854
42943    SAMY LAB.LIQ.MAT.BROWN                                                         - ACTV   703378012363
45206    SAMY LAB.LIQ.MAT.BROWN                                                    $3,890 ACTV   7703378012363
42947    SAMY LAB.LIQ.MAT.BURLES                                                        - ACTV   703378012400
45210    SAMY LAB.LIQ.MAT.BURLES                                                        - ACTV   7703378012400
42944    SAMY LAB.LIQ.MAT.CANDY                                                         - ACTV   703378012370
45207    SAMY LAB.LIQ.MAT.CANDY                                                         - ACTV   7703378012370
42945    SAMY LAB.LIQ.MAT.CURAZ                                                         - ACTV   703378012387
45208    SAMY LAB.LIQ.MAT.CURAZ                                                         - ACTV   7703378012387
42941    SAMY LAB.LIQ.MAT.NAKED                                                         - ACTV   703378012349
45204    SAMY LAB.LIQ.MAT.NAKED                                                    $3,890 ACTV   7703378012349
42942    SAMY LAB.LIQ.MAT.NUDE                                                          - ACTV   703378012356
45205    SAMY LAB.LIQ.MAT.NUDE                                                     $3,890 ACTV   7703378012356
42946    SAMY LAB.LIQ.MAT.RED                                                           - ACTV   703378012394
45209    SAMY LAB.LIQ.MAT.RED                                                      $3,890 ACTV   7703378012394
42955    SAMY LAB.MAT.METAL.CHERRY                                                      - ACTV   703378012523
45218    SAMY LAB.MAT.METAL.CHERRY                                                      - ACTV   7703378012523
42956    SAMY LAB.MAT.METAL.GRAPE                                                       - ACTV   703378012530
45219    SAMY LAB.MAT.METAL.GRAPE                                                       - ACTV   7703378012530
42954    SAMY LAB.MAT.METAL.ON FIR                                                      - ACTV   703378012516
45217    SAMY LAB.MAT.METAL.ON FIR                                                      - ACTV   7703378012516
42953    SAMY LAB.MAT.METAL.WOOD                                                        - ACTV   703378012509
45216    SAMY LAB.MAT.METAL.WOOD                                                        - ACTV   7703378012509
42863    SAMY LAP.DEL.LAB.NUDE                                                          - ACTV   703378010222
45126    SAMY LAP.DEL.LAB.NUDE                                                          - ACTV   7703378010222
42804    SAMY LAP.DEL.LAB.PAL.ROSA                                                      - ACTV   703378006676
45067    SAMY LAP.DEL.LAB.PAL.ROSA                                                      - ACTV   7703378006676
42802    SAMY LAP.DEL.LAB.ROJ.CERE                                                      - ACTV   703378006645
45065    SAMY LAP.DEL.LAB.ROJ.CERE                                                      - ACTV   7703378006645
42803    SAMY LAP.DEL.LAB.ROJ.PASI                                                      - ACTV   703378006652
45066    SAMY LAP.DEL.LAB.ROJ.PASI                                                      - ACTV   7703378006652
42801    SAMY LAP.DEL.LAB.ROJ.VINO                                                      - ACTV   703378006638
45064    SAMY LAP.DEL.LAB.ROJ.VINO                                                      - ACTV   7703378006638
42800    SAMY LAP.DEL.LAB.TERRACOT                                                      - ACTV   703378006621
45063    SAMY LAP.DEL.LAB.TERRACOT                                                      - ACTV   7703378006621
42799    SAMY LAP.DEL.OJ/CEJ CAMEL                                                      - ACTV   703378006591
45062    SAMY LAP.DEL.OJ/CEJ CAMEL                                                 $2,790 ACTV   7703378006591
42798    SAMY LAP.DEL.OJOS AZUL                                                         - ACTV   703378006584
45061    SAMY LAP.DEL.OJOS AZUL                                                         - ACTV   7703378006584
42797    SAMY LAP.DEL.OJOS NEGRO                                                        - ACTV   703378006560
45060    SAMY LAP.DEL.OJOS NEGRO                                                   $2,790 ACTV   7703378006560
42906    SAMY LAP.DEL.WP.NEGRO                                                          - ACTV   703378011441
45169    SAMY LAP.DEL.WP.NEGRO                                                     $2,990 ACTV   7703378011441
42920    SAMY LAP.ILUMINAD.CEJAS                                                        - ACTV   703378011861
45183    SAMY LAP.ILUMINAD.CEJAS                                                   $3,990 ACTV   7703378011861
42772    SAMY MASC.PEST.3D WP CAFÉ                                                      - ACTV   703378004085
45035    SAMY MASC.PEST.3D WP CAFÉ                                                 $3,290 ACTV   7703378004085
42774    SAMY MASC.PEST.3D WP NEGR                                                      - ACTV   703378004108
45037    SAMY MASC.PEST.3D WP NEGR                                                 $3,290 ACTV   7703378004108
42773    SAMY MASC.PEST.3D WP TRAN                                                      - ACTV   703378004092
45036    SAMY MASC.PEST.3D WP TRAN                                                      - ACTV   7703378004092
42926    SAMY PALET.CONT.6 COLORES                                                      - ACTV   703378011953
45189    SAMY PALET.CONT.6 COLORES                                                 $6,990 ACTV   7703378011953
42972    SAMY PALET.CORREC.COLOR                                                        - ACTV   703378012967
45235    SAMY PALET.CORREC.COLOR                                                   $4,990 ACTV   7703378012967
42973    SAMY PALET.CORREC.CONTOR                                                       - ACTV   703378012974
45236    SAMY PALET.CORREC.CONTOR                                                  $4,990 ACTV   7703378012974
42940    SAMY PALET.ILUM.6 COLORES                                                      - ACTV   703378012332
45203    SAMY PALET.ILUM.6 COLORES                                                      - ACTV   7703378012332
45238    SAMY PALET.OJO/ROS.EGYPTI                                                 $7,990 ACTV   7703378028357
45245    SAMY PALET.OJO/ROS.INDIAN                                                 $7,990 ACTV   7703378606296
45247    SAMY PALET.OJO/ROS.SUMMER                                                 $7,990 ACTV   7703378695627
42776    SAMY PVO.COMPAC.ACEITUNA                                                       - ACTV   703378004351
45039    SAMY PVO.COMPAC.ACEITUNA                                                       - ACTV   7703378004351
42775    SAMY PVO.COMPAC.ALMENDRA                                                       - ACTV   703378004344
45038    SAMY PVO.COMPAC.ALMENDRA                                                       - ACTV   7703378004344
42762    SAMY PVO.COMPAC.ARENA                                                          - ACTV   703378002166
45025    SAMY PVO.COMPAC.ARENA                                                          - ACTV   7703378002166
42761    SAMY PVO.COMPAC.BEIGE                                                          - ACTV   703378002159
45024    SAMY PVO.COMPAC.BEIGE                                                          - ACTV   7703378002159
42851    SAMY PVO.COMPAC.BRONCE                                                         - ACTV   703378009882
45114    SAMY PVO.COMPAC.BRONCE                                                         - ACTV   7703378009882
42939    SAMY PVO.COMPAC.EBANO                                                          - ACTV   703378012295
45202    SAMY PVO.COMPAC.EBANO                                                          - ACTV   7703378012295
42850    SAMY PVO.COMPAC.ILUMIN                                                         - ACTV   703378009875
45113    SAMY PVO.COMPAC.ILUMIN                                                         - ACTV   7703378009875
42760    SAMY PVO.COMPAC.NATURAL                                                        - ACTV   703378002142
45023    SAMY PVO.COMPAC.NATURAL                                                   $3,590 ACTV   7703378002142
42777    SAMY PVO.COMPAC.TOSTADO                                                        - ACTV   703378004375
45040    SAMY PVO.COMPAC.TOSTADO                                                   $3,590 ACTV   7703378004375
45244    SAMY PVO.SUELT.SUNS.GLOW                                                  $3,590 ACTV   7703378552920
45248    SAMY PVO.SUELT.TOU.MATTE                                                  $3,590 ACTV   7703378749528
42974    SAMY PVO.SUELTO BRONCEADO                                                      - ACTV   703378250086
45241    SAMY PVO.SUELTO BRONCEADO                                                      - ACTV   7703378250086
42975    SAMY PVO.SUELTO TRANS MAT                                                      - ACTV   703378250093
45242    SAMY PVO.SUELTO TRANS MAT                                                      - ACTV   7703378250093
42805    SAMY REMOVEDOR CUT.60ML                                                        - ACTV   703378006683
45068    SAMY REMOVEDOR CUT.60ML                                                   $2,290 ACTV   7703378006683
42815    SAMY RUB.DUO BRONCE                                                            - ACTV   703378007611
45078    SAMY RUB.DUO BRONCE                                                            - ACTV   7703378007611
45237    SAMY RUB.DUO C/ESP.BRONCE                                                 $3,990 ACTV   7703378027381
45249    SAMY RUB.DUO C/ESP.NARANJ                                                 $3,990 ACTV   7703378824607
45239    SAMY RUB.DUO C/ESP.ROSAS                                                  $3,990 ACTV   7703378057753
42814    SAMY RUB.DUO NARANJA                                                           - ACTV   703378007598
45077    SAMY RUB.DUO NARANJA                                                           - ACTV   7703378007598
42813    SAMY RUB.DUO ROSAS                                                             - ACTV   703378007581
45076    SAMY RUB.DUO ROSAS                                                             - ACTV   7703378007581
42963    SAMY RUB.LUMIN.BRONZE                                                          - ACTV   703378012707
45226    SAMY RUB.LUMIN.BRONZE                                                     $3,990 ACTV   7703378012707
42961    SAMY RUB.LUMIN.DUSTY PINK                                                      - ACTV   703378012660
45224    SAMY RUB.LUMIN.DUSTY PINK                                                 $3,990 ACTV   7703378012660
42962    SAMY RUB.LUMIN.ROSE PEACH                                                      - ACTV   703378012684
45225    SAMY RUB.LUMIN.ROSE PEACH                                                      - ACTV   7703378012684
42964    SAMY RUB.LUMIN.ROSE PETAL                                                      - ACTV   703378012714
45227    SAMY RUB.LUMIN.ROSE PETAL                                                 $3,990 ACTV   7703378012714
42816    SAMY RUB.S/ESPE.GOLD ROSE                                                      - ACTV   703378008458
45079    SAMY RUB.S/ESPE.GOLD ROSE                                                      - ACTV   7703378008458
42809    SAMY RUB.S/ESPE.LADY                                                           - ACTV   703378006737
45072    SAMY RUB.S/ESPE.LADY                                                           - ACTV   7703378006737
42808    SAMY RUB.S/ESPE.SALMON                                                         - ACTV   703378006720
45071    SAMY RUB.S/ESPE.SALMON                                                    $2,990 ACTV   7703378006720
42806    SAMY RUB.S/ESPE.TERRA IND                                                      - ACTV   703378006690
45069    SAMY RUB.S/ESPE.TERRA IND                                                      - ACTV   7703378006690
42807    SAMY RUB.S/ESPE.VANITY                                                         - ACTV   703378006706
45070    SAMY RUB.S/ESPE.VANITY                                                    $2,990 ACTV   7703378006706
42834    SAMY SOMB.5ETO BRUMA ROSA                                                      - ACTV   703378009479
45097    SAMY SOMB.5ETO BRUMA ROSA                                                      - ACTV   7703378009479
42835    SAMY SOMB.5ETO CAFE ROSA                                                       - ACTV   703378009486
45098    SAMY SOMB.5ETO CAFE ROSA                                                       - ACTV   7703378009486
42969    SAMY SOMB.5ETO CARAME.NUD                                                      - ACTV   703378012783
45232    SAMY SOMB.5ETO CARAME.NUD                                                      - ACTV   7703378012783
42971    SAMY SOMB.5ETO MERLOT                                                          - ACTV   703378012813
45234    SAMY SOMB.5ETO MERLOT                                                          - ACTV   7703378012813
42833    SAMY SOMB.5ETO NEGRO PLAT                                                      - ACTV   703378009462
45096    SAMY SOMB.5ETO NEGRO PLAT                                                      - ACTV   7703378009462
42970    SAMY SOMB.5ETO ROSA NUDE                                                       - ACTV   703378012790
45233    SAMY SOMB.5ETO ROSA NUDE                                                       - ACTV   7703378012790
42936    SAMY SOMB.IND.MAT.ARENA                                                        - ACTV   703378012189
45199    SAMY SOMB.IND.MAT.ARENA                                                   $1,690 ACTV   7703378012189
42796    SAMY SOMB.IND.MAT.CAF MED                                                      - ACTV   703378006324
45059    SAMY SOMB.IND.MAT.CAF MED                                                 $1,690 ACTV   7703378006324
42784    SAMY SOMB.IND.MAT.CHOCO                                                        - ACTV   703378004986
45047    SAMY SOMB.IND.MAT.CHOCO                                                   $1,690 ACTV   7703378004986
42914    SAMY SOMB.IND.MAT.CIRUELA                                                      - ACTV   703378011694
45177    SAMY SOMB.IND.MAT.CIRUELA                                                      - ACTV   7703378011694
42905    SAMY SOMB.IND.MAT.CORAL                                                        - ACTV   703378011397
45168    SAMY SOMB.IND.MAT.CORAL                                                   $1,690 ACTV   7703378011397
42779    SAMY SOMB.IND.MAT.DEEP BL                                                      - ACTV   703378004887
45042    SAMY SOMB.IND.MAT.DEEP BL                                                      - ACTV   7703378004887
42938    SAMY SOMB.IND.MAT.GRIS ME                                                      - ACTV   703378012226
45201    SAMY SOMB.IND.MAT.GRIS ME                                                      - ACTV   7703378012226
42937    SAMY SOMB.IND.MAT.SALMON                                                       - ACTV   703378012202
45200    SAMY SOMB.IND.MAT.SALMON                                                  $1,690 ACTV   7703378012202
42913    SAMY SOMB.IND.MAT.SIENA                                                        - ACTV   703378011618
45176    SAMY SOMB.IND.MAT.SIENA                                                   $1,690 ACTV   7703378011618
42795    SAMY SOMB.IND.SHI.AGUAMAR                                                      - ACTV   703378006270
45058    SAMY SOMB.IND.SHI.AGUAMAR                                                 $1,690 ACTV   7703378006270
42902    SAMY SOMB.IND.SHI.BLCO AC                                                      - ACTV   703378011328
45165    SAMY SOMB.IND.SHI.BLCO AC                                                 $1,690 ACTV   7703378011328
42901    SAMY SOMB.IND.SHI.BLCO MA                                                      - ACTV   703378011311
45164    SAMY SOMB.IND.SHI.BLCO MA                                                 $1,690 ACTV   7703378011311
42782    SAMY SOMB.IND.SHI.GOL.PER                                                      - ACTV   703378004931
45045    SAMY SOMB.IND.SHI.GOL.PER                                                 $1,690 ACTV   7703378004931
42903    SAMY SOMB.IND.SHI.GRAFITO                                                      - ACTV   703378011359
45166    SAMY SOMB.IND.SHI.GRAFITO                                                 $1,690 ACTV   7703378011359
42780    SAMY SOMB.IND.SHI.GRIS IN                                                      - ACTV   703378004894
45043    SAMY SOMB.IND.SHI.GRIS IN                                                 $1,690 ACTV   7703378004894
42900    SAMY SOMB.IND.SHI.PET.ROS                                                      - ACTV   703378011298
45163    SAMY SOMB.IND.SHI.PET.ROS                                                 $1,690 ACTV   7703378011298
42899    SAMY SOMB.IND.SHI.PUR.EXO                                                      - ACTV   703378011281
45162    SAMY SOMB.IND.SHI.PUR.EXO                                                 $1,690 ACTV   7703378011281
42829    SAMY SOMB.IND.SHI.ROS.PER                                                      - ACTV   703378009387
45092    SAMY SOMB.IND.SHI.ROS.PER                                                 $1,690 ACTV   7703378009387
42785    SAMY SOMB.IND.SHI.ROSA SU                                                      - ACTV   703378004993
45048    SAMY SOMB.IND.SHI.ROSA SU                                                      - ACTV   7703378004993
42830    SAMY SOMB.IND.SHI.V.ESMER                                                      - ACTV   703378009400
45093    SAMY SOMB.IND.SHI.V.ESMER                                                 $1,690 ACTV   7703378009400
42781    SAMY SOMB.IND.SHIN BEIGE                                                       - ACTV   703378004917
45044    SAMY SOMB.IND.SHIN BEIGE                                                  $1,690 ACTV   7703378004917
42783    SAMY SOMB.IND.SHIN BRONCE                                                      - ACTV   703378004979
45046    SAMY SOMB.IND.SHIN BRONCE                                                 $1,690 ACTV   7703378004979
42831    SAMY SOMB.IND.SHIN LILA                                                        - ACTV   703378009417
45094    SAMY SOMB.IND.SHIN LILA                                                        - ACTV   7703378009417
42904    SAMY SOMB.IND.SHIN NACAR                                                       - ACTV   703378011373
45167    SAMY SOMB.IND.SHIN NACAR                                                  $1,690 ACTV   7703378011373
42828    SAMY SOMB.MIN.SHIM.CAF.RO                                                      - ACTV   703378009349
45091    SAMY SOMB.MIN.SHIM.CAF.RO                                                 $1,690 ACTV   7703378009349
42826    SAMY SOMB.TRIO CAFÉ BASIC                                                      - ACTV   703378009066
45089    SAMY SOMB.TRIO CAFÉ BASIC                                                 $2,890 ACTV   7703378009066
42811    SAMY SOMB.TRIO CARAM.CHIC                                                      - ACTV   703378007550
45074    SAMY SOMB.TRIO CARAM.CHIC                                                 $2,890 ACTV   7703378007550
42787    SAMY SOMB.TRIO CHOCOLATE                                                       - ACTV   703378005129
45050    SAMY SOMB.TRIO CHOCOLATE                                                  $2,890 ACTV   7703378005129
42786    SAMY SOMB.TRIO NOCHE OSCU                                                      - ACTV   703378005044
45049    SAMY SOMB.TRIO NOCHE OSCU                                                 $2,890 ACTV   7703378005044
42827    SAMY SOMB.TRIO TARDE GOLD                                                      - ACTV   703378009073
45090    SAMY SOMB.TRIO TARDE GOLD                                                 $2,890 ACTV   7703378009073
42812    SAMY SOMB.TRIO VINO BRI.L                                                      - ACTV   703378007567
45075    SAMY SOMB.TRIO VINO BRI.L                                                 $2,890 ACTV   7703378007567
10831    SANALER 30COM.                                                            $5,820 ACTV   7800038046437
10825    SANALER D 30CAP.                                                         $10,965 ACTV   7800038046451
20731    SANALER-D 10COM.                                                          $4,280 ACTV   7800038046444
28382    SANAVOL-TAB 275MG.10COM.REC. NAPROXENO                                    $4,990 ACTV   7800046002043
39605    SANAVOL-TAB 550MG.10COM.REC.NAPROXENO                                          - ACTV   7800046004115
34476    SANAZONA CR.0.1%.15GR.(MOMETASONA)                                       $12,390 ACTV   7804620832620
33330    SANBLEX 25MG/5ML 120ML                                                    $7,590 ACTV   7800050000325
3205     SANDRENA GEL 0.5 MG X 28 SACH                                            $18,090 ACTV   7800042803651
3206     SANDRENA GEL 1.0 MG X 28 SACH                                            $22,090 ACTV   7800042803668
7283     SANELOR 20MG X 14COMP                                                     $6,910 ACTV   7800038042149
7284     SANELOR 20MG X 28COMP                                                     $8,110 ACTV   7800038042163
20947    SANERVA 0.5 MG X 30                                                       $5,200 ACTV   7800097000517
20946    SANERVA 1 MG X 20                                                         $7,180 ACTV   7800097000388
10062    SANERVA 2 MG X 20                                                         $9,870 ACTV   7800097000234
20801    SANERVA GTS 0.5MG/ML 20 ML                                                $6,490 ACTV   7800097980383
31959    SANGIFLEX 10MG.20COM.REC. CICLOBENZAPRINA                                      - ACTV   7809604500458
13804    SANIDECAL 320MG X30 CAPS.                                                 $3,140 ACTV   7800038046475
13836    SANIDECAL D FORTE X 30 CAP                                                $2,950 ACTV   7800038046499
7285     SANIDECAL D X 30 CAP                                                      $2,980 ACTV   7800038046482
13999    SANIDECAL FORTE X 30 CAP                                                       - ACTV   7800038046468
45972    SANIGERMIN ALCOH.GEL 60ML                                                 $1,490 ACTV   7800038000552
41413    SANIGERMIN ALCOH.SPRAY 60ML                                               $1,490 ACTV   7800038000620
